"","mid","sec","s","r"
"4028",384239,41753460,35,99
"4029",242264,41754660,29,54
"4030",242264,41754660,29,54
"4031",384242,41754960,35,99
"4032",219958,41757060,98,54
"4033",384243,41757420,35,99
"4034",212711,41762580,54,98
"4035",212710,41763060,54,29
"4036",212710,41763060,54,29
"4037",212704,41763780,54,29
"4038",219948,41768520,98,54
"4039",219948,41768520,98,119
"4040",39010,41808300,106,19
"4041",181086,41814060,126,134
"4042",219914,41815860,98,117
"4043",219914,41815860,98,117
"4044",212689,41835120,54,98
"4045",212689,41835120,54,117
"4046",109966,41837040,134,138
"4047",109966,41837040,134,140
"4048",338595,41837760,17,66
"4049",338595,41837760,17,71
"4050",338595,41837760,17,71
"4051",55355,41841480,13,34
"4052",248877,41841480,13,34
"4053",338596,41841960,17,71
"4054",384251,41843760,35,99
"4055",109962,41844660,92,140
"4056",219902,41849760,98,54
"4057",212679,41850540,54,18
"4058",212679,41850540,54,119
"4059",212679,41850540,54,98
"4060",212679,41850540,54,117
"4061",181078,41851080,126,134
"4062",212675,41858640,54,117
"4063",212675,41858640,54,117
"4064",212670,41860560,54,117
"4065",242260,41899680,29,78
"4066",86585,41900520,96,96
"4067",86656,41901420,96,96
"4068",54804,41904240,34,67
"4069",54803,41905980,34,13
"4070",163238,41906940,99,35
"4071",163238,41906940,99,35
"4072",384254,41907180,35,99
"4073",384254,41907180,35,99
"4074",384255,41907240,35,99
"4075",104168,41907720,140,132
"4076",246339,41910060,25,22
"4077",219869,41910120,91,98
"4078",219869,41910120,91,54
"4079",219867,41911020,91,54
"4080",181073,41911740,126,134
"4081",219868,41918220,117,54
"4082",219868,41918220,117,54
"4083",212666,41918460,54,91
"4084",104164,41919960,140,64
"4085",364904,41921520,105,55
"4086",219852,41923500,119,54
"4087",86657,41923860,96,96
"4088",212665,41929200,54,117
"4089",212665,41929200,54,119
"4090",212665,41929200,54,98
"4091",75075,41932080,28,70
"4092",192519,41933220,130,117
"4093",212660,41941740,54,91
"4094",219859,41942340,98,54
"4095",219847,41957280,98,54
"4096",219839,41983500,91,54
"4097",104155,41991360,140,22
"4098",219825,41995260,98,117
"4099",219825,41995260,98,54
"4100",219825,41995260,98,18
"4101",219825,41995260,98,119
"4102",219825,41995260,98,108
"4103",219825,41995260,98,18
"4104",219825,41995260,98,119
"4105",219825,41995260,98,108
"4106",104153,41995500,140,132
"4107",104153,41995500,140,92
"4108",114601,41997720,139,111
"4109",120822,41998560,54,117
"4110",120822,41998560,54,117
"4111",212658,41998740,54,117
"4112",212656,42002700,54,117
"4113",212656,42002700,54,117
"4114",119934,42003360,54,117
"4115",119934,42003360,54,98
"4116",212654,42003360,54,117
"4117",212654,42003360,54,98
"4118",242255,42003720,29,78
"4119",242254,42003780,29,78
"4120",246334,42004500,25,132
"4121",246334,42004500,25,22
"4122",219811,42004560,98,54
"4123",219809,42006360,98,54
"4124",219809,42006360,98,117
"4125",219809,42006360,98,54
"4126",219809,42006360,98,117
"4127",109922,42010740,132,140
"4128",197307,42012660,104,78
"4129",219802,42015540,98,119
"4130",246331,42018660,25,22
"4131",246331,42018660,25,132
"4132",246331,42018660,25,22
"4133",246331,42018660,25,132
"4134",219799,42021720,98,9
"4135",219799,42021720,98,9
"4136",219821,42024060,98,54
"4137",39016,42195180,106,76
"4138",39016,42195180,106,41
"4139",39017,42195540,106,114
"4140",39019,42202620,106,146
"4141",39021,42202980,106,146
"4142",39022,42203220,106,111
"4143",39025,42203700,106,137
"4144",192606,42238560,123,117
"4145",192606,42238560,123,117
"4146",163218,42246420,99,53
"4147",181058,42248580,126,138
"4148",109909,42256440,134,138
"4149",109909,42256440,134,140
"4150",109909,42256440,134,126
"4151",181054,42263640,126,134
"4152",181054,42263640,126,134
"4153",114977,42266040,139,78
"4154",114977,42266040,139,78
"4155",114605,42268680,139,111
"4156",114606,42270240,139,111
"4157",246330,42271740,25,132
"4158",246330,42271740,25,22
"4159",35216,42274200,98,34
"4160",35216,42274200,98,34
"4161",240063,42275280,95,44
"4162",2879,42281400,18,98
"4163",2879,42281400,18,98
"4164",237250,42285000,44,139
"4165",39026,42298680,106,111
"4166",109899,42331680,22,140
"4167",114974,42332280,139,44
"4168",240061,42332280,139,44
"4169",104147,42333840,140,22
"4170",104139,42339240,140,21
"4171",104139,42339240,140,67
"4172",104139,42339240,140,108
"4173",104139,42339240,140,34
"4174",104139,42339240,140,34
"4175",114610,42339480,139,111
"4176",109885,42343380,92,140
"4177",276230,42347280,128,58
"4178",276230,42347280,128,64
"4179",181033,42355800,126,138
"4180",104133,42366780,140,92
"4181",104133,42366780,140,92
"4182",104132,42367140,140,92
"4183",109875,42367740,92,140
"4184",109875,42367740,92,140
"4185",181029,42369180,126,13
"4186",128252,42384180,54,117
"4187",128252,42384180,54,98
"4188",104131,42420240,140,126
"4189",104131,42420240,140,126
"4190",185402,42420240,140,126
"4191",185402,42420240,140,126
"4192",104129,42420780,140,92
"4193",338617,42421020,17,71
"4194",114616,42421620,139,111
"4195",212624,42428880,54,98
"4196",212624,42428880,54,98
"4197",212623,42429360,54,117
"4198",163194,42435060,99,19
"4199",384286,42437580,35,99
"4200",197299,42446460,104,78
"4201",104120,42447480,140,132
"4202",104120,42447480,140,92
"4203",212617,42454500,54,98
"4204",212617,42454500,54,117
"4205",11064,42456060,126,140
"4206",11064,42456060,126,138
"4207",109851,42456060,126,140
"4208",109851,42456060,126,138
"4209",181020,42456060,126,140
"4210",181020,42456060,126,138
"4211",120110,42469740,54,117
"4212",120110,42469740,54,119
"4213",120110,42469740,54,98
"4214",212615,42469740,54,117
"4215",212615,42469740,54,119
"4216",212615,42469740,54,98
"4217",338624,42502440,17,71
"4218",338624,42502440,17,71
"4219",114618,42510360,139,111
"4220",143240,42510660,75,75
"4221",143240,42510660,75,75
"4222",219711,42512520,98,119
"4223",219711,42512520,98,18
"4224",338627,42524340,17,17
"4225",212606,42529200,54,98
"4226",185438,42529260,13,126
"4227",248874,42529260,13,126
"4228",212604,42529440,54,98
"4229",284809,42530880,82,114
"4230",163188,42533640,99,35
"4231",163188,42533640,99,146
"4232",163188,42533640,99,53
"4233",95605,42533820,64,89
"4234",86664,42535440,96,96
"4235",197295,42536820,139,135
"4236",197295,42536820,139,78
"4237",197295,42536820,139,104
"4238",197295,42536820,139,85
"4239",95612,42540900,64,89
"4240",242243,42590340,29,139
"4241",219683,42594300,91,54
"4242",219683,42594300,91,98
"4243",219683,42594300,91,98
"4244",181019,42594960,126,138
"4245",11047,42595140,126,140
"4246",11047,42595140,126,138
"4247",109845,42595140,126,140
"4248",109845,42595140,126,138
"4249",181018,42595140,126,140
"4250",181018,42595140,126,138
"4251",197293,42601440,85,135
"4252",197293,42601440,85,78
"4253",197293,42601440,85,104
"4254",197293,42601440,85,135
"4255",197293,42601440,85,78
"4256",197293,42601440,85,104
"4257",212583,42609120,54,98
"4258",109837,42618840,126,140
"4259",181015,42618840,126,140
"4260",109836,42619500,126,140
"4261",181014,42619500,126,140
"4262",143217,42621300,75,75
"4263",212578,42624240,54,117
"4264",276239,42805680,128,25
"4265",104104,42853260,140,126
"4266",163184,42857820,99,53
"4267",109825,42860760,126,140
"4268",181008,42860760,126,140
"4269",109824,42861000,126,140
"4270",114626,42864720,139,111
"4271",197290,42867060,78,90
"4272",197290,42867060,78,90
"4273",143197,42867360,75,75
"4274",143197,42867360,75,75
"4275",104101,42871320,140,126
"4276",104101,42871320,140,126
"4277",185467,42871320,140,126
"4278",185467,42871320,140,126
"4279",384300,42872460,35,99
"4280",240008,42876180,143,44
"4281",240008,42876180,143,95
"4282",240008,42876180,143,95
"4283",95619,42877500,64,45
"4284",114631,42878100,139,111
"4285",109813,42879600,126,140
"4286",180998,42879600,126,140
"4287",104099,42880200,140,126
"4288",104099,42880200,140,126
"4289",185471,42880200,140,126
"4290",185471,42880200,140,126
"4291",246313,42880440,25,128
"4292",212539,42880860,54,98
"4293",212539,42880860,54,98
"4294",163173,42881100,99,19
"4295",114961,42881400,139,78
"4296",114961,42881400,139,78
"4297",104096,42882420,140,126
"4298",104096,42882420,140,126
"4299",104092,42885480,140,126
"4300",104092,42885480,140,126
"4301",185476,42885480,140,126
"4302",185476,42885480,140,126
"4303",143178,42939900,75,126
"4304",276241,42940620,128,25
"4305",246309,42942120,25,95
"4306",240004,42945720,95,143
"4307",240004,42945720,95,44
"4308",240004,42945720,95,44
"4309",246306,42947160,25,132
"4310",197288,42948960,139,85
"4311",197288,42948960,139,135
"4312",197288,42948960,139,78
"4313",197288,42948960,139,104
"4314",114634,42951660,139,111
"4315",246304,42957480,25,95
"4316",109781,42958380,126,140
"4317",109781,42958380,126,140
"4318",180990,42958380,126,140
"4319",180990,42958380,126,140
"4320",114635,42961560,139,111
"4321",104083,42964740,140,132
"4322",104083,42964740,140,92
"4323",246301,42968760,25,95
"4324",143151,42968820,75,75
"4325",143151,42968820,75,75
"4326",168233,42970680,114,106
"4327",168233,42970680,114,146
"4328",246294,43032720,25,22
"4329",246294,43032720,25,132
"4330",246294,43032720,25,132
"4331",114959,43033260,139,23
"4332",114959,43033260,139,135
"4333",276245,43037940,128,25
"4334",104068,43039620,140,126
"4335",185543,43039620,140,126
"4336",109748,43046400,126,140
"4337",104067,43047360,140,126
"4338",185546,43047360,140,126
"4339",104066,43047420,140,126
"4340",185547,43047420,140,126
"4341",143130,43047720,75,75
"4342",143130,43047720,75,75
"4343",143121,43059840,75,75
"4344",344158,43109520,66,128
"4345",344158,43109520,66,10
"4346",344158,43109520,66,17
"4347",109738,43114800,126,140
"4348",109738,43114800,126,140
"4349",180968,43114800,126,140
"4350",180968,43114800,126,140
"4351",281846,43114800,38,139
"4352",163162,43116540,99,53
"4353",242234,43117200,29,135
"4354",242234,43117200,29,85
"4355",242232,43118580,29,135
"4356",384337,43123980,35,99
"4357",109735,43124700,126,140
"4358",180964,43124700,126,140
"4359",212532,43127280,54,117
"4360",54770,43127640,34,34
"4361",54770,43127640,34,34
"4362",338645,43128000,17,128
"4363",338645,43128000,17,128
"4364",384342,43132980,35,99
"4365",86671,43135440,96,96
"4366",143108,43137060,75,75
"4367",143108,43137060,75,75
"4368",246289,43137660,25,22
"4369",246289,43137660,25,132
"4370",114958,43141020,139,85
"4371",114958,43141020,139,135
"4372",114958,43141020,139,78
"4373",114958,43141020,139,104
"4374",197282,43141020,139,85
"4375",197282,43141020,139,135
"4376",197282,43141020,139,78
"4377",197282,43141020,139,104
"4378",344161,43148760,66,128
"4379",344161,43148760,66,10
"4380",344161,43148760,66,17
"4381",338649,43193220,17,127
"4382",104054,43195740,140,126
"4383",104054,43195740,140,126
"4384",185584,43195740,140,126
"4385",185584,43195740,140,126
"4386",338650,43203600,17,127
"4387",338650,43203600,17,96
"4388",338650,43203600,17,96
"4389",197279,43205520,78,78
"4390",197279,43205520,78,135
"4391",197279,43205520,78,135
"4392",104050,43215000,140,126
"4393",104050,43215000,140,126
"4394",185595,43215000,140,126
"4395",185595,43215000,140,126
"4396",212523,43215180,54,117
"4397",104049,43217580,140,92
"4398",104049,43217580,140,138
"4399",104049,43217580,140,134
"4400",104049,43217580,140,138
"4401",104049,43217580,140,134
"4402",114957,43219080,139,85
"4403",114957,43219080,139,135
"4404",114957,43219080,139,135
"4405",109713,43219620,92,140
"4406",109713,43219620,92,134
"4407",109713,43219620,92,138
"4408",109713,43219620,92,134
"4409",109713,43219620,92,138
"4410",114644,43223340,139,111
"4411",212517,43232220,54,54
"4412",212517,43232220,54,54
"4413",109702,43233780,126,140
"4414",180953,43233780,126,140
"4415",104041,43234260,140,126
"4416",185604,43234260,140,126
"4417",212512,43385160,54,54
"4418",212512,43385160,54,54
"4419",212511,43386000,54,54
"4420",212511,43386000,54,54
"4421",212511,43386000,54,54
"4422",239963,43458300,95,44
"4423",242230,43461660,29,139
"4424",180949,43462440,126,134
"4425",180949,43462440,126,134
"4426",338654,43463760,17,71
"4427",338654,43463760,17,127
"4428",338655,43468920,17,71
"4429",338655,43468920,17,127
"4430",338655,43468920,17,79
"4431",114648,43469340,139,111
"4432",180948,43472220,126,134
"4433",180947,43473420,126,134
"4434",180947,43473420,126,134
"4435",11008,43481700,140,126
"4436",104035,43481700,140,126
"4437",185618,43481700,140,126
"4438",197277,43482300,135,78
"4439",197277,43482300,135,104
"4440",95628,43485780,64,107
"4441",237210,43486140,44,25
"4442",237210,43486140,44,25
"4443",219527,43486500,139,54
"4444",239953,43487400,95,44
"4445",250357,43493700,45,89
"4446",250357,43493700,45,4
"4447",180940,43541220,126,134
"4448",338657,43542480,17,71
"4449",338657,43542480,17,127
"4450",143079,43544700,75,134
"4451",143079,43544700,75,126
"4452",143079,43544700,75,126
"4453",114651,43544940,139,111
"4454",212490,43547640,54,139
"4455",212490,43547640,54,139
"4456",212487,43548960,54,139
"4457",212487,43548960,54,139
"4458",180934,43553520,126,134
"4459",185638,43553520,134,126
"4460",104030,43565460,140,126
"4461",104030,43565460,140,126
"4462",185644,43565460,140,126
"4463",185644,43565460,140,126
"4464",104029,43565520,140,126
"4465",114659,43574460,139,139
"4466",180928,43575660,126,134
"4467",104023,43630320,140,126
"4468",104023,43630320,140,13
"4469",104023,43630320,140,138
"4470",104023,43630320,140,134
"4471",185660,43630320,140,126
"4472",185660,43630320,140,13
"4473",185660,43630320,140,138
"4474",185660,43630320,140,134
"4475",95641,43638300,64,107
"4476",114660,43638720,139,111
"4477",185666,43639800,134,126
"4478",246267,43641480,25,22
"4479",246267,43641480,25,22
"4480",185668,43643220,134,126
"4481",185668,43643220,134,126
"4482",185670,43643880,134,126
"4483",180927,43644060,126,134
"4484",163130,43645680,99,41
"4485",163130,43645680,99,53
"4486",163130,43645680,99,146
"4487",163130,43645680,99,137
"4488",163130,43645680,99,35
"4489",246265,43649340,25,132
"4490",95644,43653600,64,107
"4491",104014,43665720,140,126
"4492",104014,43665720,140,126
"4493",185681,43665720,140,126
"4494",185681,43665720,140,126
"4495",104013,43666260,140,126
"4496",104013,43666260,140,126
"4497",185682,43666260,140,126
"4498",185682,43666260,140,126
"4499",180919,43666740,126,64
"4500",95647,43717020,64,58
"4501",180918,43717980,126,134
"4502",180917,43718100,126,134
"4503",180916,43718220,126,134
"4504",54754,43718520,34,117
"4505",54754,43718520,34,117
"4506",180915,43718700,126,134
"4507",384376,43719660,35,99
"4508",114668,43720020,139,111
"4509",180913,43720080,126,64
"4510",246261,43720080,25,22
"4511",104006,43720740,140,126
"4512",104006,43720740,140,126
"4513",185689,43720740,140,126
"4514",185689,43720740,140,126
"4515",212457,43723860,54,139
"4516",212455,43730460,54,117
"4517",86672,43738740,96,96
"4518",114955,43740000,139,130
"4519",114955,43740000,139,130
"4520",212440,43742400,54,54
"4521",212440,43742400,54,54
"4522",384380,43743600,35,99
"4523",384380,43743600,35,99
"4524",212437,43746840,54,54
"4525",212437,43746840,54,54
"4526",246259,43747200,25,132
"4527",109636,43747800,126,134
"4528",109636,43747800,126,140
"4529",180905,43747800,126,134
"4530",180905,43747800,126,140
"4531",180904,43748580,126,134
"4532",95653,43748880,64,32
"4533",95653,43748880,64,38
"4534",212430,43754880,54,139
"4535",276254,43797540,128,58
"4536",276254,43797540,128,106
"4537",276254,43797540,128,64
"4538",276254,43797540,128,10
"4539",10985,43802640,140,126
"4540",10985,43802640,140,13
"4541",10985,43802640,140,138
"4542",10985,43802640,140,134
"4543",103992,43802640,140,126
"4544",103992,43802640,140,13
"4545",103992,43802640,140,138
"4546",103992,43802640,140,134
"4547",185704,43802640,140,126
"4548",185704,43802640,140,13
"4549",185704,43802640,140,138
"4550",185704,43802640,140,134
"4551",212427,43805700,54,139
"4552",212426,43806840,54,98
"4553",242226,43808040,29,139
"4554",242226,43808040,29,130
"4555",242226,43808040,29,135
"4556",242226,43808040,29,130
"4557",242226,43808040,29,135
"4558",219432,43813080,98,98
"4559",219432,43813080,98,119
"4560",219432,43813080,98,54
"4561",219432,43813080,98,98
"4562",219432,43813080,98,119
"4563",219432,43813080,98,54
"4564",246254,43821540,25,22
"4565",143029,43824000,75,75
"4566",143029,43824000,75,75
"4567",219417,43824720,98,54
"4568",338682,43827420,17,71
"4569",338682,43827420,17,71
"4570",338683,43827660,17,71
"4571",338683,43827660,17,71
"4572",95655,43831620,64,4
"4573",35213,43835940,54,117
"4574",35213,43835940,54,98
"4575",212413,43835940,54,117
"4576",212413,43835940,54,98
"4577",39046,44025060,106,146
"4578",35209,44061000,98,117
"4579",35209,44061000,98,119
"4580",35209,44061000,98,18
"4581",35208,44061300,98,117
"4582",35208,44061300,98,117
"4583",109614,44064420,134,126
"4584",109614,44064420,134,13
"4585",109614,44064420,134,138
"4586",109614,44064420,134,140
"4587",239914,44064420,95,44
"4588",237195,44070660,44,95
"4589",212409,44071680,54,54
"4590",212409,44071680,54,54
"4591",95658,44073540,64,65
"4592",95658,44073540,64,82
"4593",95658,44073540,64,107
"4594",95658,44073540,64,82
"4595",95658,44073540,64,107
"4596",180895,44081940,126,134
"4597",75067,44088960,28,70
"4598",168236,44093520,114,128
"4599",168236,44093520,114,64
"4600",168236,44093520,114,128
"4601",168236,44093520,114,64
"4602",212388,44096940,54,117
"4603",212387,44097360,54,117
"4604",396250,44105040,49,77
"4605",396250,44105040,49,56
"4606",239909,44147100,95,44
"4607",239909,44147100,95,44
"4608",239908,44147280,95,44
"4609",239908,44147280,95,44
"4610",109602,44147880,126,140
"4611",109602,44147880,126,140
"4612",10968,44149260,126,75
"4613",338695,44152980,17,10
"4614",338695,44152980,17,71
"4615",338695,44152980,17,71
"4616",239905,44154600,95,44
"4617",239905,44154600,95,44
"4618",239903,44159760,95,143
"4619",239903,44159760,95,44
"4620",10963,44168880,140,132
"4621",10963,44168880,140,138
"4622",10963,44168880,140,132
"4623",10963,44168880,140,138
"4624",103979,44168880,140,132
"4625",103979,44168880,140,138
"4626",103979,44168880,140,132
"4627",103979,44168880,140,138
"4628",103976,44171880,140,126
"4629",103976,44171880,140,126
"4630",185744,44171880,140,126
"4631",185744,44171880,140,126
"4632",109594,44172300,92,140
"4633",103975,44172480,140,126
"4634",103975,44172480,140,13
"4635",103975,44172480,140,138
"4636",103975,44172480,140,134
"4637",185745,44172480,140,126
"4638",185745,44172480,140,13
"4639",185745,44172480,140,138
"4640",185745,44172480,140,134
"4641",103974,44172660,140,92
"4642",168238,44179980,114,82
"4643",39049,44196420,106,50
"4644",39049,44196420,106,146
"4645",39049,44196420,106,137
"4646",39049,44196420,106,99
"4647",39049,44196420,106,41
"4648",219345,44233620,98,117
"4649",219345,44233620,98,117
"4650",212378,44235420,54,117
"4651",219343,44236200,91,54
"4652",120701,44237880,54,117
"4653",212376,44237880,54,117
"4654",109582,44244180,126,140
"4655",109582,44244180,126,140
"4656",180878,44244180,126,140
"4657",180878,44244180,126,140
"4658",114689,44252760,139,111
"4659",180876,44253960,126,134
"4660",180876,44253960,126,134
"4661",109577,44254800,126,140
"4662",180875,44254800,126,140
"4663",109575,44255460,126,140
"4664",109575,44255460,126,140
"4665",180874,44255460,126,140
"4666",180874,44255460,126,140
"4667",180873,44255640,126,134
"4668",180871,44257620,126,134
"4669",109571,44257860,126,13
"4670",109571,44257860,126,138
"4671",109571,44257860,126,140
"4672",109571,44257860,126,134
"4673",180870,44257860,126,13
"4674",180870,44257860,126,138
"4675",180870,44257860,126,140
"4676",180870,44257860,126,134
"4677",95667,44261460,64,68
"4678",239895,44264340,95,44
"4679",114694,44270520,139,32
"4680",114694,44270520,139,32
"4681",212370,44289900,54,98
"4682",212370,44289900,54,117
"4683",212370,44289900,54,98
"4684",212370,44289900,54,117
"4685",142978,44320800,75,103
"4686",142977,44321640,75,126
"4687",142977,44321640,75,126
"4688",185775,44321640,75,126
"4689",185775,44321640,75,126
"4690",39050,44331300,106,111
"4691",270723,44336700,3,128
"4692",35204,44339040,98,119
"4693",35204,44339040,98,117
"4694",212363,44339340,54,139
"4695",114947,44340540,139,135
"4696",114947,44340540,139,85
"4697",114947,44340540,139,78
"4698",114947,44340540,139,54
"4699",219312,44340540,139,135
"4700",219312,44340540,139,85
"4701",219312,44340540,139,78
"4702",219312,44340540,139,54
"4703",114946,44341980,139,29
"4704",35200,44344080,98,117
"4705",212362,44344920,54,117
"4706",212362,44344920,54,117
"4707",378641,44403900,118,118
"4708",212354,44412300,54,98
"4709",212354,44412300,54,117
"4710",212354,44412300,54,98
"4711",212354,44412300,54,117
"4712",384419,44419140,35,99
"4713",338711,44422380,17,127
"4714",212339,44428740,54,117
"4715",212338,44430240,54,117
"4716",212332,44438460,54,54
"4717",212332,44438460,54,54
"4718",212329,44498880,54,117
"4719",338718,44589060,17,127
"4720",338720,44589300,17,71
"4721",276273,44610600,128,71
"4722",276273,44610600,128,17
"4723",336690,44610600,128,71
"4724",336690,44610600,128,17
"4725",39053,44624940,106,106
"4726",106371,44638440,140,140
"4727",103962,44666220,140,126
"4728",185789,44666220,140,126
"4729",10946,44667780,89,4
"4730",10946,44667780,89,4
"4731",109539,44668140,134,51
"4732",109539,44668140,134,126
"4733",109539,44668140,134,13
"4734",109539,44668140,134,138
"4735",109539,44668140,134,140
"4736",246233,44669340,25,132
"4737",246233,44669340,25,22
"4738",103955,44671500,140,67
"4739",103955,44671500,140,21
"4740",103955,44671500,140,108
"4741",219255,44679180,98,54
"4742",219255,44679180,98,54
"4743",212310,44685720,54,117
"4744",95677,44689320,64,65
"4745",336898,44693100,17,71
"4746",336898,44693100,17,127
"4747",336723,44693880,17,127
"4748",336723,44693880,17,17
"4749",336723,44693880,17,17
"4750",242212,44694840,29,80
"4751",103948,44749140,140,132
"4752",103948,44749140,140,92
"4753",376622,44755380,89,45
"4754",376622,44755380,89,125
"4755",376622,44755380,89,45
"4756",376622,44755380,89,125
"4757",35190,44759280,98,34
"4758",212286,44769600,54,54
"4759",212286,44769600,54,54
"4760",55342,44772720,75,34
"4761",142936,44772720,75,34
"4762",338736,44773860,17,127
"4763",338736,44773860,17,71
"4764",338736,44773860,17,71
"4765",103942,44778420,140,138
"4766",109498,44779020,92,140
"4767",109498,44779020,92,140
"4768",103941,44779320,140,92
"4769",109497,44780040,92,140
"4770",212273,44781780,54,54
"4771",212272,44783220,54,117
"4772",219234,44783280,117,54
"4773",54735,44783520,34,75
"4774",54735,44783520,34,75
"4775",212271,44786100,54,117
"4776",103939,44787300,140,132
"4777",103939,44787300,140,92
"4778",103938,44839860,140,92
"4779",103938,44839860,140,92
"4780",109492,44840160,92,140
"4781",109492,44840160,92,140
"4782",103935,44841000,140,92
"4783",384432,44841300,35,99
"4784",281841,44845980,38,139
"4785",212265,44854500,54,117
"4786",35183,44855400,98,119
"4787",35183,44855400,98,119
"4788",220729,44855400,98,119
"4789",220729,44855400,98,119
"4790",10937,44857440,22,140
"4791",10937,44857440,22,140
"4792",109478,44857440,22,140
"4793",109478,44857440,22,140
"4794",120345,44859480,54,117
"4795",212264,44859480,54,117
"4796",212262,44861220,54,117
"4797",212257,44869320,54,139
"4798",212257,44869320,54,139
"4799",10936,44869440,22,140
"4800",109472,44869440,22,140
"4801",247556,44869440,22,140
"4802",276287,44914920,128,10
"4803",276287,44914920,128,106
"4804",276287,44914920,128,64
"4805",276287,44914920,128,107
"4806",276287,44914920,128,82
"4807",276287,44914920,128,114
"4808",212250,44928840,54,98
"4809",103923,44930640,140,126
"4810",103923,44930640,140,13
"4811",103923,44930640,140,138
"4812",103923,44930640,140,134
"4813",10934,44932560,140,126
"4814",103922,44932560,140,126
"4815",185812,44932560,140,126
"4816",384439,44935080,35,99
"4817",114939,44936880,139,130
"4818",114939,44936880,139,135
"4819",113223,44937540,32,139
"4820",128309,44940300,54,117
"4821",128309,44940300,54,98
"4822",212243,44940300,54,117
"4823",212243,44940300,54,98
"4824",270725,44942040,3,116
"4825",197253,44948100,139,104
"4826",212237,44948100,54,139
"4827",212236,44948400,54,98
"4828",338752,44950800,17,71
"4829",384444,44953980,35,99
"4830",109451,44957820,4,140
"4831",197723,45008340,104,139
"4832",114705,45009540,139,111
"4833",219191,45014580,98,54
"4834",219191,45014580,98,119
"4835",109441,45015420,51,134
"4836",109441,45015420,51,138
"4837",109441,45015420,51,140
"4838",212222,45016860,54,98
"4839",212222,45016860,54,98
"4840",247553,45017820,22,25
"4841",247553,45017820,22,25
"4842",242203,45019320,29,78
"4843",242203,45019320,29,135
"4844",242203,45019320,29,139
"4845",242203,45019320,29,78
"4846",242203,45019320,29,135
"4847",242203,45019320,29,139
"4848",247552,45022080,22,25
"4849",247552,45022080,22,25
"4850",212218,45022140,54,98
"4851",242202,45024000,29,139
"4852",242202,45024000,29,139
"4853",114935,45024300,139,139
"4854",114935,45024300,139,139
"4855",212207,45033600,54,117
"4856",219176,45036540,98,54
"4857",219176,45036540,98,119
"4858",219176,45036540,98,119
"4859",219175,45036720,98,54
"4860",109430,45037980,134,51
"4861",109430,45037980,134,126
"4862",109430,45037980,134,13
"4863",109430,45037980,134,138
"4864",109430,45037980,134,140
"4865",109429,45040980,134,51
"4866",109429,45040980,134,126
"4867",109429,45040980,134,13
"4868",109429,45040980,134,138
"4869",109429,45040980,134,140
"4870",103905,45042300,140,132
"4871",120111,45045840,54,117
"4872",212199,45045840,54,117
"4873",114933,45210840,139,130
"4874",114933,45210840,139,135
"4875",114933,45210840,139,130
"4876",114933,45210840,139,135
"4877",281835,45214560,38,32
"4878",183156,45243240,126,126
"4879",142863,45271260,75,75
"4880",142863,45271260,75,75
"4881",22394,45272460,121,73
"4882",22394,45272460,121,73
"4883",163037,45276420,99,53
"4884",103898,45278940,140,126
"4885",103898,45278940,140,126
"4886",185829,45278940,140,126
"4887",185829,45278940,140,126
"4888",103897,45279060,140,134
"4889",103897,45279060,140,134
"4890",109410,45279420,126,140
"4891",180855,45279420,126,140
"4892",113235,45281580,32,38
"4893",113235,45281580,32,139
"4894",103895,45288660,140,126
"4895",103895,45288660,140,13
"4896",103895,45288660,140,138
"4897",103895,45288660,140,134
"4898",212195,45292560,54,54
"4899",219155,45292560,54,54
"4900",103891,45296880,140,132
"4901",103891,45296880,140,92
"4902",103890,45297240,140,132
"4903",103890,45297240,140,92
"4904",145559,45297900,126,132
"4905",145559,45297900,126,75
"4906",145559,45297900,126,132
"4907",145559,45297900,126,75
"4908",180849,45297900,126,132
"4909",180849,45297900,126,75
"4910",180849,45297900,126,132
"4911",180849,45297900,126,75
"4912",114931,45298800,139,130
"4913",114931,45298800,139,130
"4914",219152,45302580,98,119
"4915",212192,45311220,54,117
"4916",212192,45311220,54,119
"4917",212192,45311220,54,98
"4918",185851,45323220,126,126
"4919",384450,45356160,35,99
"4920",242199,45356700,29,80
"4921",242199,45356700,29,80
"4922",35176,45362160,98,117
"4923",35176,45362160,98,119
"4924",219144,45362160,98,117
"4925",219144,45362160,98,119
"4926",212189,45363660,54,117
"4927",212189,45363660,54,98
"4928",376729,45366720,118,125
"4929",376729,45366720,118,125
"4930",113261,45368400,32,139
"4931",114713,45368580,139,32
"4932",246208,45369780,25,132
"4933",246208,45369780,25,132
"4934",276294,45369900,128,114
"4935",35175,45377160,98,119
"4936",219139,45377160,98,119
"4937",109378,45380100,134,51
"4938",109378,45380100,134,126
"4939",109378,45380100,134,13
"4940",109378,45380100,134,138
"4941",109378,45380100,134,140
"4942",109374,45381420,92,140
"4943",109374,45381420,92,134
"4944",109374,45381420,92,138
"4945",109374,45381420,92,134
"4946",109374,45381420,92,138
"4947",103872,45381600,140,92
"4948",103872,45381600,140,134
"4949",103872,45381600,140,138
"4950",103872,45381600,140,134
"4951",103872,45381600,140,138
"4952",10902,45382980,140,126
"4953",103871,45382980,140,126
"4954",185856,45382980,140,126
"4955",185859,45388320,134,126
"4956",39058,45390600,106,111
"4957",39058,45390600,106,146
"4958",39058,45390600,106,50
"4959",39058,45390600,106,99
